      #Energy        TDOS
     -78.29864       0.00000
     -78.01464       0.00000
     -77.73064       0.00000
     -77.44764       0.00000
     -77.16364       0.00000
     -76.87964       0.00000
     -76.59564       0.00000
     -76.31164       0.00000
     -76.02864       0.00000
     -75.74464       0.00000
     -75.46064      -0.00000
     -75.17664      -0.00000
     -74.89264      -0.00000
     -74.60964      -0.36130
     -74.32564      77.68000
     -74.04164      49.64000
     -73.75764      -0.10350
     -73.47364      -0.00000
     -73.19064       0.00000
     -72.90664       0.00000
     -72.62264       0.00000
     -72.33864       0.00000
     -72.05464       0.00000
     -71.77164       0.00000
     -71.48764       0.00000
     -71.20364       0.00000
     -70.91964       0.00000
     -70.63564       0.00000
     -70.35264       0.00000
     -70.06864       0.00000
     -69.78464       0.00000
     -69.50064       0.00000
     -69.21664       0.00000
     -68.93364       0.00000
     -68.64964       0.00000
     -68.36564       0.00000
     -68.08164       0.00000
     -67.79764       0.00000
     -67.51464       0.00000
     -67.23064       0.00000
     -66.94664       0.00000
     -66.66264       0.00000
     -66.37864       0.00000
     -66.09564       0.00000
     -65.81164       0.00000
     -65.52764       0.00000
     -65.24364       0.00000
     -64.95964       0.00000
     -64.67664       0.00000
     -64.39264       0.00000
     -64.10864       0.00000
     -63.82464       0.00000
     -63.54064       0.00000
     -63.25764       0.00000
     -62.97364       0.00000
     -62.68964       0.00000
     -62.40564      -0.00000
     -62.12164      -0.00000
     -61.83864      -0.00000
     -61.55464      -0.11090
     -61.27064      37.64000
     -60.98664      90.15000
     -60.70264      -0.82770
     -60.41964      -0.00000
     -60.13564       0.00000
     -59.85164       0.00000
     -59.56764       0.00000
     -59.28364       0.00000
     -59.00064       0.00000
     -58.71664       0.00000
     -58.43264       0.00000
     -58.14864       0.00000
     -57.86564       0.00000
     -57.58164       0.00000
     -57.29764       0.00000
     -57.01364       0.00000
     -56.72964       0.00000
     -56.44664       0.00000
     -56.16264       0.00000
     -55.87864       0.00000
     -55.59464       0.00000
     -55.31064       0.00000
     -55.02764       0.00000
     -54.74364       0.00000
     -54.45964       0.00000
     -54.17564       0.00000
     -53.89164       0.00000
     -53.60864       0.00000
     -53.32464       0.00000
     -53.04064       0.00000
     -52.75664       0.00000
     -52.47264       0.00000
     -52.18964       0.00000
     -51.90564       0.00000
     -51.62164       0.00000
     -51.33764       0.00000
     -51.05364       0.00000
     -50.77064       0.00000
     -50.48664       0.00000
     -50.20264       0.00000
     -49.91864       0.00000
     -49.63464       0.00000
     -49.35164       0.00000
     -49.06764       0.00000
     -48.78364       0.00000
     -48.49964       0.00000
     -48.21564       0.00000
     -47.93264       0.00000
     -47.64864       0.00000
     -47.36464       0.00000
     -47.08064       0.00000
     -46.79664       0.00000
     -46.51364       0.00000
     -46.22964       0.00000
     -45.94564       0.00000
     -45.66164       0.00000
